http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=2000&refinements%3D4294965216%2C4226526127%26queryText%3Dstandards,6/29/17 15:42,,,,,,,,,,,,,,,text,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,Category
IEEE Standard Tests for Determining Compatibility of Cable-Pulling Lubricants With Wire and Cable,,,IEEE Std 1210-2004 (Revision of IEEE Std 1210-1996),20050404,2005,,,1,13,"Criteria and test methods for determining the compatibility of cable-pulling lubricants (compounds) with cable jacket or other exterior cable covering are described in this standard. Cable pulling lubricants are used to lower the friction on cable as it is pulled into conduit, duct, or directionally bored holes. Compatibility is important because lubricants should not negatively interact with the cables they lubricate. Compatibility of lubricants with a variety of common cable coverings is considered.",,,10.1109/IEEESTD.2005.95929,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1412646,cable;cable covering;cable jacket;cable pulling;compatibility;compound;dielectric withstand;immersion testing;lubricants;physical properties;volume resistance measurement;wire,,,,,1,,7,,,,March 25 2005,,IEEE,IEEE Standards,
IEEE Trial-Use Standard for Testability and Diagnosability Characteristics and Metrics,,,IEEE Std 1522-2004,20050404,2005,,,0_1,35,"This standard was developed to provide standard, unambiguous definitions of testability and diagnosability metrics and characteristics. It builds on fundamental definitions derived from elements in formal information models related to test and diagnosis defined in IEEE Std 1232TM-2002.",,,10.1109/IEEESTD.2005.95926,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1412648,,,,,,0,,11,,,,2005,,IEEE,IEEE Standards,
IEEE Standard for Learning Technology - Data Model for Content to Learning Management System Communication,,,IEEE Std 1484.11.1-2004,20050321,2005,,,0_1,43,"This Standard describes a data model to support the interchange of data elements and their values between a content object and a runtime service (RTS). It is based on a current industry practice called - computer managed instruction - (CMI). The work on which this Standard is based was developed to support a client/server environment in which a learning technology system, generically called a learning management system (LMS), delivers digital content, called content objects, to learners. The data model supports learner data and preferences, interactions, objectives, content-object entry, exit, and status information, time parameters, and scores.",,,10.1109/IEEESTD.2005.95755,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1408444,,,,,,0,,8,,,,2005,,IEEE,IEEE Standards,
IEEE Standard for Motor Vehicle Event Data Recorders (MVEDRs),,,IEEE Std 1616-2004,20050321,2005,,,0_1,163,"A performance standard for MVEDR data collection, storage, and retrieval, to ensure that comparable event data parameters are generated by all vehicles, is described",,,10.1109/IEEESTD.2005.95756,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1408446,,,,,,0,,14,,,,2005,,IEEE,IEEE Standards,
IEC/IEEE Delay and Power Calculation Standards - Part 3: Standard Delay Format (SDF) for the Electronic Design Process (Adoption of IEEE Std 1497-2001),,,IEC 61523-3 First edition 2004-09; IEEE 1497,20050314,2004,,,0_1,94,"The Standard Delay Format (SDF) is defined in this standard. SDF is a textual file format for representing the delay and timing information of electronic systems. While both human and machine readable, in its most common usage it will be machine written and machine read in support of timing analysis and verification tools, and of other tools requiring delay and timing information. The primary audience for this standard is the implementors of tools supporting the format, but anyone with a need to understand the format's contents will find it useful.",,,10.1109/IEEESTD.2004.95750,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1405846,,Delays;Electronic equipment;IEC Standards;IEEE Standards;Timing analysis,,,,0,,,,,,2004,,IEEE,IEEE Standards,
IEC/IEEE Standard for Higher Performance Protocol for the Standard Digital Interface for Programmable Instrumentation - Part 1: General (Adoption of IEEE Std 488.1-2003),,,IEC 60488-1First edition 2004-07; IEEE 488.1,20050314,2004,,,0_1,158,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01405845.png"" border=""0"">",,,10.1109/IEEESTD.2004.95749,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1405845,,IEC Standards;IEEE Standards;Programmable instrumentation;Standard Digital Interface,,,,0,12,,,,,2004,,IEEE,IEEE Standards,
IEEE Standard for a Smart Transducer Interface for Sensors and Actuators - Mixed-Mode Communication Protocols and Transducer Electronic Data Sheet (TEDS) Formats,,,IEEE Std 1451.4-2004,20050314,2004,,,0_1,430,"This standard defines the protocol and interface that allows analog transducers to communicate digital information with an IEEE 1451 object. It also defines the format of the Transducer TEDS. The Transducer TEDS is based on the IEEE 1451.2TM TEDS. The standard does not specify the transducer design, signal conditioning, or the specific use of the TEDS.",,,10.1109/IEEESTD.2004.95745,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1405786,,,,,,3,17,14,,,,2004,,IEEE,IEEE Standards,
IEEE Standard for Communications-Based Train Control (CBTC) Performance and Functional Requirements,,,IEEE Std 1474.1-2004 (Revision of IEEE Std 1474.1-1999),20050314,2004,,,0_1,45,"Performance and functional requirements for a communications-based train control (CBTC) system are established in this standard. A CBTC system is a continuous, automatic train control system utilizing high-resolution train location determination, independent of track circuits; continuous, high-capacity, bidirectional train-to-wayside data communications; and train-borne and wayside processors capable of implementing automatic train protection (ATP) functions, as well as optional automatic train operation (ATO) and automatic train supervision (ATS) functions. In addition to CBTC functional requirements, this standard also defines headway criteria, system safety criteria, and system availability criteria for a CBTC system. This standard is applicable to the full range of transit applications including automated people movers.",,,10.1109/IEEESTD.2004.95746,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1405808,,,,,,2,,7,,,,2004,,IEEE,IEEE Standards,
IEEE Standard Communication Delivery Time Performance Requirements for Electric Power Substation Automation,,,IEEE Std 1646-2004,20050314,2005,,,0_1,24,"A standard defining communication delivery times of information to be exchanged within and external to substation integrated protection, control, and data acquisition systems is described. Communication capabilities and system capabilities to deliver data on time are also specified.",,,10.1109/IEEESTD.2005.95748,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1405811,,,,,,3,,1,,,,2005,,IEEE,IEEE Standards,
IEEE Standard Specification Format Guide and Test Procedure for Coriolis Vibratory Gyros,,,IEEE Std 1431-2004,20050222,2004,,,1,78,"Specification and test requirements for a single-axis Coriolis vibratory gyro (CVG) for use as a sensor in attitude control systems, angular displacement measuring systems, and angular rate measuring systems are defined. A standard specification format guide for the preparation of a single-axis CVG is provided. A compilation of recommended procedures for testing a CVG, derived from those presently used in the industry, is also provided. Informative annexes cover CVG design features and theoretical principles of operation.",,,10.1109/IEEESTD.2004.95744,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1394849,Keywords: Coriolis vibratory gyro;MEMS;MEMS gyro;force-rebalance mode;gyro;gyroscope;inertial instrument;inertial sensor;micro-electro-mechanical system;open loop mode;ratiometric output;whole angle mode,,,,,2,,8,,,,Dec. 20 2004,,IEEE,IEEE Standards,system
American National Standard for Trip Devices for AC and General Purpose DC Low Voltage Power Circuit Breakers,,,ANSI C37.17-1997,20050207,1997,,,1,14,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389256.png"" border=""0"">",,,10.1109/IEEESTD.1997.95625,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389256,IEEE C37.17,,,,,1,,7,,,,Feb. 13 1997,,IEEE,IEEE Standards,
ISO/IEEE International Standard for Health Informatics - Point-of-care medical device communication - Part 10201: Domain information model,,,ISO/IEEE 11073-10201:2004(E),20050207,2004,,,1,183,"Within the context of the ISO/IEEE 11073 family of standards for point-of-care (POC) medical device communication (MDC), this standard provides an abstract object-oriented domain information model that specifies the structure of exchanged information, as well as the events and services that are supported by each object. All elements are specified using abstract syntax (ASN.1) and may be applied to many different implementation technologies, transfer syntaxes, and application service models. Core subjects include medical, alert, system, patient, control, archival, communication, and extended services. Model extensibility is supported, and a conformance model and statement template is provided.",,,10.1109/IEEESTD.2004.95742,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389297,ASN.1;MIB;POC;abstract syntax;alarm;alert;information model;medi-cal information bus;medical device communications;object-oriented;patient;point-of-care;remote control,,,,,7,,50,,,,Dec. 15 2004,,IEEE,IEEE Standards,device
"American National Standard Requirements for Pad-Mounted, Campartmental-Type, Self-Cooled, Single-Phase Distribution Transformers With High-Voltage Bushings: High Voltage (34 500 GrdY/19 920 V and Below) and Low Voltage (240/120 V, 167 kVA and Smaller)",,,ANSI C57.12.21-1992,20050207,1992,,,1,18,"This standard covers certain electrical, dimensional, and mechanical characteristics and takesinto consideration certain safety features of single-phase, 60 Hz, mineral-oil-immersed, self-cooled, padmounted, compartmental-type distribution transformers with high-voltage bushings. These transformers are rated 167 kVA and smaller, with high-voltages of 34500 GRD/19900 volts and below for operation between one phase and grounded neutral, and low-voltage of 240/120 volts. These transformers are generally used for step-down purposes from an underground primary cable supply.NOTE--Refer to latest federal regulations concerning polychlorinated biphenyl (PCB) contaminations in transformers.",,Electronic:978-0-7381-3625-7,10.1109/IEEESTD.1992.95634,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389303,IEEE C57.12;IEEE C57.12.21,Insulation;Oil insulation;Power transformers;Standards;Transformers,,,,0,,7,,,,Dec. 31 1992,,IEEE,IEEE Standards,
American National Standard Guide for High-Voltage Circuit Breakers Rated on Symmetrical Current Basis Designated -Definite Purpose for Fast Transient Recovery Voltage Rise Times,,,ANSI C37.06.1-2000,20050207,2000,,,0_1,4,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389223.png"" border=""0"">",,,10.1109/IEEESTD.2000.95622,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389223,,ANSI Standards;Circuit breakers;Voltage control,,,,0,,4,,,,2000,,IEEE,IEEE Standards,
American National Standard High-Voltage Current-Limiting Motor-Starter Fuses -- Conference Test Procedures,,,ANSI C37.53.1-1989 (R1996) (Revision of ANSI C37.53.1-1982),20050207,1989,,,1,13,"These tests shall be used to demonstrate that the motor-starter fuses being tested conform with the specified ratings and characteristics. The standard is designed to cover a product that can be used with Class E2 controllers (fused) as described in Table 27.1 and elsewhere in the American National Standard Safety Standard for High Voltage Industrial Control Equipment, ANSI/UL 347-1985.",,Electronic:978-0-7381-3617-2,10.1109/IEEESTD.1989.95631,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389208,,,,,,0,,6,,,,1989,,IEEE,IEEE Standards,
"American National Standard Requirements for Ventilated Dry-Type Distribution Transformers, 1 to 500 kVA, Single-Phase, and 15 to 500 kVA, Three-Phase, With High-Voltage 601 to 34 500 Volts, Low-Voltage 120 to 600 Volts",,,ANSI C57.12.50-1981 (R1998),20050207,1981,,,i,20,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389293.png"" border=""0"">",,,10.1109/IEEESTD.1981.95638,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389293,,ANSI Standards;Power transformers;Ventilation,,,,0,,,,,,1981,,IEEE,IEEE Standards,
American National Standard Preferred Ratings and Related Required Capabilities for Indoor AC Medium-Voltage Switches Used in Metal-Enclosed Switchgear,,,ANSI C37.22-1997,20050207,1997,,,i,5,This standard provides preferred ratings for indoor AC medium-voltage switches used in metal-enclosed switchgear.,,Electronic:978-0-7381-3603-5,10.1109/IEEESTD.1997.95626,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389257,,,,,,0,,5,,,,1997,,IEEE,IEEE Standards,
"American National Standard Low-Voltage Power Circuit Breakers and AC Power Circuit Protectors- Preferred Ratings, Related Requirements, and Application Recommendations",,,ANSI C37.16-2000,20050207,2000,,,0_1,21,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389255.png"" border=""0"">",,,10.1109/IEEESTD.2000.95624,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389255,,,,,,2,,,,,,2000,,IEEE,IEEE Standards,
IEEE Standard for Information Technology- Telecommunications and Information Exchange Between Systems- Local and Metropolitan Area Networks- Common Specifications Part 3: Media Access Control (MAC) Bridges,,,"ANSI/IEEE Std 802.1D, 1998 Edition",20050207,1998,,,i,355,"The concept of Media Access Control (MAC) Bridging, introduced in the 1993 edition of this standard, has been expanded to define additional capabilities in Bridged LANs aimed at providing for expedited traffic capabilities, to support the transmission of time-critical information in a LAN environment; and providing filtering services that support the dynamic use of Group MAC Ad-dresses in a LAN environment.",,,10.1109/IEEESTD.1998.95619,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389253,,,,,,3,,26,,,,1998,,IEEE,IEEE Standards,
"American National Standard for Pad-Mounted, Compartmental-Type, Self-Cooled, Three-Phase Distribution Transformers With High-Voltage Bushings, 2500 kVA and Smaller; High Voltage, 34 500 GrdY/19 920 Volts and Below; Low Voltage, 480 Volts and Below",,,ANSI C57.12.22-1993 (R1998),20050207,1993,,,1,24,"This standard is intended for use as a basis for determining performance, interchangeability, andsafety of the equipment covered, and to assist in the proper selection of such equipment.This standard covers certain electrical, dimensional, and mechanical characteristics and takesinto consideration certain safety features of three-phase, 60 Hz., mineral-oil-immersed, self-cooled, padmounted,compartmental-type distribution transformers with high-voltage bushings. These transformers are rated 2500 kVA and smaller, with high voltages of 34 500 GrdY/19 920 volts and below, and with low voltages of 480 volts and below. These transformers are generally used for step-down purposes from an underground primary cable supply.",,,10.1109/IEEESTD.1993.95635,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389306,,,,,,0,,,,,,April 15 1993,,IEEE,IEEE Standards,
"IEEE Standard Guide for the Application, Operation, and Maintenance of Automatic Circuit Reclosers",,,ANSI C37.61-1973 and IEEE Std 321-1973,20050207,1973,,,1,28,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389301.png"" border=""0"">",,,10.1109/IEEESTD.1973.95632,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389301,,,,,,2,,7,,,,1973,,IEEE,IEEE Standards,
"IEEE Standard for Information Technology- Telecommunications and Information Exchange Between Systems- Local and Metropolitan Area Networks- Specific Requirements Part 12: Demand-Priority Access Method, Physical Layer and Repeater Specifications",,,"ANSI/IEEE Std 802.12, 1998 Edition (Incorporating ANSI/IEEE Stds 802.122-1995 and ANSI/IEEE Std 802.12d-1997)",20050207,1998,,,i,429,"The media access control characteristics for the demand-priority access method are specified. The layer management, physical layers, and media that support this access method are also specified. Layer and sublayer interface specifications are aligned to the ISO Open Systems Interconnection Basic Reference Model and ISO/IEC 8802 models. Specifications for 100 Mb/s operation over 100 /spl Omaga/ balanced cable (twisted-pair) Categories 3 through 5, 150 /spl Omaga/ shielded balanced cable, and fibre-optic media are included. Optional implementation of redundant links to facilitate automatic recovery of network connectivity in case of link or repeater failure anywhere in the network path is specified. Rules for connecting redundant links within a network are defined.",,,10.1109/IEEESTD.1998.95618,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389254,,,,,,0,,25,,,,1998,,IEEE,IEEE Standards,
American National Standard for Switchgear and Transformers - Pad-Mounted Equipment- Enclosure Integrity for Coastal Environments,,,ANSI C57.12.29-1991,20050207,1991,,,1,12,"This standard covers conformance tests and requirements for the integrity of above grade pad-mounted enclosures intended for installation in coastal environments. Other performance requirements may be needed to provide long field life in other contaminated environments. These enclosures contain apparatus energized in excess of 600 volts that may be exposed to the public including, but not limited to, the following types of equipments enclosures: Pad-mounted capacitors or inductors; Pad-mounted distribution transformers; Pad-mounted junction enclosures; Pad-mounted metering equipment; Pad-mounted switchgear.This standard does not cover installations that are under the exclusive control of electric utilities and that are located in such a manner that access to the equipment is controlled exclusively by the utility.",,,10.1109/IEEESTD.1991.95636,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389307,IEEE C57.12;IEEE C57.12.29,,,,,0,,9,,,,March 29 1991,,IEEE,IEEE Standards,
"American National Standard for Transformers- 230 kV and Below 833 / 958 Through 8333 / 10 417 kVA, Single-Phase, and 750 / 862 Through 60 000 / 80 000 / 100 000 kVA, Three-Phase Without Load Tap Changing; and 3750 / 4687 Through 60 000 / 80 000 / 100 000 kVA With Load Tap Changing- Safety Requirement",,,ANSI C57.12.10-1997,20050207,1997,,,i,39,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389302.png"" border=""0"">",,,10.1109/IEEESTD.1997.95633,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389302,,,,,,1,,14,,,,1997,,IEEE,IEEE Standards,
IEEE Standard for Information Technology- Telecommunications and Information Exchange Between Systems- Local and Metropolitan Area Networks- Specific Requirements- Part 11: Wireless LAN Medium Access Control (MAC) and Physical Layer (PHY) Specifications,,,"ANSI/IEEE Std 802.11, 1999 Edition (R2003)",20050207,2003,,,i,513,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389197.png"" border=""0"">",,,10.1109/IEEESTD.2003.95617,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389197,,,,,,6,,8,,,,2003,,IEEE,IEEE Standards,
American National Standard for Switchgear - Unit Substations - Requirements,,,ANSI C37.121-1989,20050207,1989,,,1,34,"This standard covers the requirements for three-phase unit substations for step-down operation in the range of 112.5 kVA through 10 000 kVA at primary voltages of 601 volts through 38 kilovolts. The standard is intended for use as the basis for the coordination of equipment by assisting in the selection of components. A variety of designs for unit substations are possible using various combinations of incoming sections, transformer sections, outgoing sections, and transition (throat) sections. Since the transformer section determines the kVA and voltage capabilities of a unit substation, the ratings of the various types of unit substations are described in terms of transformer capability.",,,10.1109/IEEESTD.1989.95623,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389224,IEEE C37.121;substations;switchgear,,,,,0,,36,,,,Feb. 22 1989,,IEEE,IEEE Standards,
American National Standard for Secondary Network Transformers Subway and Vault Types (Liquid Immersed)-Requirements,,,ANSI C57.12.40-2000,20050207,2000,,,i,16,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389292.png"" border=""0"">",,,10.1109/IEEESTD.2000.95637,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389292,,,,,,0,,7,,,,2000,,IEEE,IEEE Standards,
"American National Standard High-Voltage Air Disconnect Switches Interrupter Switches, Fault Initiating Switches, Grounding Switches, Bus Supports and Accessories Control Voltage Ranges-Schedules of Preferred Ratings, Construction Guidelines and Specifications",,,ANSI C37.32-1996,20050207,1996,,,i,36,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389204.png"" border=""0"">",,,10.1109/IEEESTD.1996.95627,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389204,,,,,,0,,13,,,,1996,,IEEE,IEEE Standards,
"American National Standard Specification for High-Voltage Expulsion Type Distribution Class Fuses, Cutouts, Fuse Disconnecting Switches and Fuse Links",,,ANSI C37.42-1996,20050207,1996,,,i,25,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389205.png"" border=""0"">",,,10.1109/IEEESTD.1996.95628,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389205,,,,,,0,,,,,,1996,,IEEE,IEEE Standards,
"American National Standard Requirements for Sealed Dry-Type Power Transformers, 501 kVA and Larger, Three-Phase, with High-Voltage 601 to 34 500 Volts, Low-Voltage 208Y/120 to 4160 Volts",,,ANSI C57.12.52-1981,20050207,1981,,,1,26,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389295.png"" border=""0"">",,Electronic:978-0-7381-3648-6,10.1109/IEEESTD.1981.95639,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389295,,,,,,1,,,,,,May 21 1981,,IEEE,IEEE Standards,
American National Standard Specifications for Distribution Enclosed Single-Pole Air Switches,,,ANSI C37.45-1987 (R1992) (Revision of ANSI C27.45-1969),20050207,1981,,,i,5,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01389206.png"" border=""0"">",,,10.1109/IEEESTD.1981.95629,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389206,,,,,,0,,,,,,1981,,IEEE,IEEE Standards,
American National Standard for Electromagnetic CompatibilityRadiated Emission Measurements in Electromagnetic Interference (EMI) ControlCalibration of Antennas (9 kHz to 40 GHz),,,ANSI C63.5-2004 (Revision of ANSI C63.5-1998),20050207,2004,,,1,63,"Methods for determining antenna factors of antennas used for radiated emission measurements of electromagnetic interference (EMI) from 9 kHz to 40 GHz are provided. Antennas included are linearly polarized antennas such as loops, rods (monopoles), tuned dipoles, biconical dipoles, log-periodic dipole arrays, hybrid linearly polarized arrays, broadband horns, etc., which are used in measurements governed by ANSI C63.4-2001. The methods include standard site (i.e. 3-antenna), reference antenna, equivalent capacitance substitution, standard transmitting loop, standard antenna, and standard field methods.",,,10.1109/IEEESTD.2004.95640,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389296,antenna factors;equivalent capacitance substitution;linearly polarized antennas;near free space;reference antenna;standard antenna;standard site;standard transmitting loop,,,,,0,,9,,,,Dec. 20 2004,,IEEE,IEEE Standards,
"American National Standard Specifications Distribution Fuse Disconnecting Switches, Fuse Supports, and Current-Limiting Fuses",,,ANSI C37.47-1981 (R1992) (Revision of ANSI C37.47-19969),20050207,1981,,,1,14,"This standard is a revision of American National Standard Specifications for Distribution Fuse Disconnecting Switches, Fuse Supports, and Current Limiting Fuses, ANSI C37.47-1969, to bring it up to date and in line with present requirements for high-voltage fuses and switches.",,Electronic:978-0-7381-3614-1,10.1109/IEEESTD.1981.95630,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389207,,,,,,0,,4,,,,Jan. 1 1981,,IEEE,IEEE Standards,
IEEE Standard for an 8-Bit Backplane Interface: STEbus,,,ANSI/IEEE Std 1000-1987,20050131,1988,,,1,0,"Methods are established for performance testing, calibration, and use of sodium iodide detector systems for the measurement of gamma-ray emission rates of radionuclides, assay for radioactivity, and the determination of gamma-ray energies. Both energy calibration and efficiency calibration are covered. Three techniques are considered: total spectrum counting, which employs a system that counts all events above a low-energy threshold; single-channel analyzer counting, which employs a system with a counting window that establishes upper and lower energy boundaries; and multichannel analyzer counting, which employs a system utilizing multiple counting windows.",,,10.1109/IEEESTD.1988.95604,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388025,Data buses;Microcomputer interfaces;Multimicroprocessing;bus;ste,,,,,0,1,,,,,Oct. 13 1988,,IEEE,IEEE Standards,interfaces
IRE Standards on Circuits: Definitions of Terms for Linear Passive Reciprocal Time Invariant Networks 1960,,,IEEE Std SH 877 156-1960 (R 1990),20050131,1960,,,i,2,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01388142.png"" border=""0"">",,,10.1109/IEEESTD.1960.95608,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388142,,,,,,0,,,,,,1960,,IEEE,IEEE Standards,
"American National Standard for Transformers - Used in Unit Installations, Including Unit Substations-Conformance Standard",,,ANSI C57.12.55-1987 (R1998),20050131,1987,,,i,31,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01388756.png"" border=""0"">",,,10.1109/IEEESTD.1987.95614,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388756,,ANSI Standards;Installations;Power transformers;Substations,,,,0,,10,,,,1987,,IEEE,IEEE Standards,
IEEE Standard for Information Technology- POSIX R ADA Language Interfaces- Part 1: Binding for System Application Program Interface (API)- Amendment 1: Realtime Extensions,,,IEEE Std 1003.5b-1996 (Includes IEEE Std 1003.5-1992),20050131,1997,,,0_1,529,"This standard is part of the POSIX series of standards for applications and user interfaces to open systems. It defines the Ada language bindings as package specifications and accompanying textual descriptions of the application program interface (API). This standard supports application portability at the source code level through the binding between ISO 8652: 1987 (Ada) and ISO/IEC 9945-1: 1990 (IEEE Std 1003.1-1990) (POSIX), as amended by IEEE Std 1003.1b-1993, IEEE Std 1003.1c-1995, and IEEE Std 1003.1i-1995. Terminology and general requirements, process primitives, the process environment, files and directories, input and output primitives, device- and class-specific functions, language-specific services for Ada, system databases, synchronization, memory management, execution schedul-ing, clocks and timers, and message passing are covered. It also specifies behavior to support the binding that must be provided by the Ada compilation system.",,,10.1109/IEEESTD.1997.95606,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388143,,,,,,0,,5,,,,1997,,IEEE,IEEE Standards,
IEEE Standards for Local and Metropolitan Area Networks: Supplements to Carrier Sense Multiple Access With Collision Detection (CSMA/CD) Access Method and Physical Layer Specifications - Specification for 802.3 Full Duplex Operation and Physical Layer Specification for 100 Mb/s Operation on Two Pairs of Category 3 Or Better Balanced Twisted Pair Cable (100BASE-T2),,,"IEEE Std 802.3x-1997 and IEEE Std 802.3y-1997 (Supplement to ISO/IEC 8802-3: 1996; ANSI/IEEE Std 802.3, 1996 Edition)",20050131,1997,,,0_1,324,"Abstract for 802.3x-1997: Necessary changes and additions are made to provide for an additional, full duplex mode of operation on a speed-independent basis. Changes are made to the MAC and selected Physical Layer implementations (10BASE-T, 10BASE-FL, 100BASE-T) to support full duplex. A mechanism for pause-based flow control is also added. Abstract for 802.3y-1997: Changes and additions to the 100BASE-T portion of IEEE Std 802.3 are provided to specify an additional 100 Mb/s transceiver type 100BASE-T, which can support full duplex operation over two pairs of Category 3 or better cabling.",,,10.1109/IEEESTD.1997.95611,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388758,,,,,,0,,4,,,,1997,,IEEE,IEEE Standards,
IEEE Standard Test Procedure for Evaluation of Systems of Insulating Materials for Random-Wound AC Electric Machinery,,,ANSI C50.32-1976 and IEEE Std 117-1974 (Reaffirmed 1984) (Revision of IEEE Std 117-1956),20050131,1974,,,i,22,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01388141.png"" border=""0"">",,,10.1109/IEEESTD.1974.95607,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388141,,,,,,2,,22,,,,1974,,IEEE,IEEE Standards,
